unit,duration,input.concept,input.description,input.property,input.relation,job,output.answer,output.answer.annotations,output.answer.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,unit_annotation_score_true,unit_annotation_score_false
d4dd7034-12a0-11ea-b098-acde48001122,55421.4,coffee,(A/An) coffee can be either red or a wide range of other options like red. ,red,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.568929201560891,"Counter({'false': 0.7807953303164767, 'true': 0.21920466968352326})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.21920466968352326,0.7807953303164767
d4dd7106-12a0-11ea-b098-acde48001122,54989.0,coffee,"In an unusual situation, (a/an) coffee could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.5912693172715784,"Counter({'true': 0.7961499198266916, 'false': 0.20385008017330847})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.7961499198266916,0.20385008017330847
d4dd71b0-12a0-11ea-b098-acde48001122,66974.8,coffee,"""(A/An) coffee is red” could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3813499239463329,"Counter({'true': 0.5660171329458346, 'false': 0.43398286705416544})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5660171329458346,0.43398286705416544
d4dd732c-12a0-11ea-b098-acde48001122,43103.0,coffee,(A/An) coffee cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.568929201560891,"Counter({'true': 0.7807953303164767, 'false': 0.21920466968352326})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.7807953303164767,0.21920466968352326
d4dda932-12a0-11ea-b098-acde48001122,20384.2,crypt,(A/An) crypt is a typical example of things which are  red. ,red,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4ddaa54-12a0-11ea-b098-acde48001122,20650.4,crypt,Being red is necessary for things (a/an) crypt usually does or for things we usually do with (a/an) crypt. ,red,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6969977357756021,"Counter({'false': 0.8599935350753196, 'true': 0.14000646492468047})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.14000646492468047,0.8599935350753196
d4ddab3a-12a0-11ea-b098-acde48001122,18550.0,crypt,Being red is typical of (a/an) crypt. ,red,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5761086804359368,"Counter({'false': 0.7855815403210817, 'true': 0.2144184596789182})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.2144184596789182,0.7855815403210817
d4ddabee-12a0-11ea-b098-acde48001122,19656.25,crypt,Being red applies to crypt and other such things.,red,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 1})",4,2,4,0.4588226419686178,"Counter({'false': 0.7211551830068255, 'true': 0.2788448169931744})",0.5,"Counter({'false': 0.75, 'true': 0.25})",0.2788448169931744,0.7211551830068255
d4ddaca2-12a0-11ea-b098-acde48001122,18437.8,crypt,A certain type of crypt is red and other types are not. ,red,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.3851314928037063,"Counter({'false': 0.5752684640156679, 'true': 0.4247315359843322})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.4247315359843322,0.5752684640156679
d4ddad56-12a0-11ea-b098-acde48001122,21106.8,crypt,(A/An) crypt can be either red or a limited range of other options like red. ,red,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.4242013075695429,"Counter({'false': 0.6455750753964014, 'true': 0.35442492460359865})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.35442492460359865,0.6455750753964014
d4ddae0a-12a0-11ea-b098-acde48001122,22526.8,crypt,(A/An) crypt can be either red or a wide range of other options like red. ,red,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.44047899731373485,"Counter({'true': 0.6663093537055552, 'false': 0.33369064629444484})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.6663093537055552,0.33369064629444484
d4ddaeb4-12a0-11ea-b098-acde48001122,17247.75,crypt,"In an unusual situation, (a/an) crypt could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 1})",4,2,4,0.4588226419686178,"Counter({'true': 0.7211551830068255, 'false': 0.2788448169931744})",0.5,"Counter({'true': 0.75, 'false': 0.25})",0.7211551830068255,0.2788448169931744
d4ddaf5e-12a0-11ea-b098-acde48001122,20947.0,crypt,"""(A/An) crypt is red” could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.4242013075695429,"Counter({'false': 0.6455750753964014, 'true': 0.35442492460359865})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.35442492460359865,0.6455750753964014
d4ddb0da-12a0-11ea-b098-acde48001122,18665.0,crypt,(A/An) crypt cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6070010805763407,"Counter({'false': 0.8063158186302356, 'true': 0.19368418136976437})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.19368418136976437,0.8063158186302356
d4ddeb72-12a0-11ea-b098-acde48001122,8192.8,lime,(A/An) lime is a typical example of things which are  red. ,red,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4ddecda-12a0-11ea-b098-acde48001122,7856.4,lime,Being red is necessary for things (a/an) lime usually does or for things we usually do with (a/an) lime. ,red,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6090554669154548,"Counter({'false': 0.8063059127583673, 'true': 0.1936940872416328})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.1936940872416328,0.8063059127583673
d4ddee24-12a0-11ea-b098-acde48001122,7966.8,lime,Being red is typical of (a/an) lime. ,red,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4ddeee2-12a0-11ea-b098-acde48001122,7766.8,lime,Being red applies to lime and other such things.,red,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6090554669154549,"Counter({'false': 0.8063059127583673, 'true': 0.1936940872416328})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.1936940872416328,0.8063059127583673
d4ddefa0-12a0-11ea-b098-acde48001122,8080.2,lime,A certain type of lime is red and other types are not. ,red,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4ddf112-12a0-11ea-b098-acde48001122,6113.6,lime,(A/An) lime can be either red or a limited range of other options like red. ,red,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4ddf1d0-12a0-11ea-b098-acde48001122,7630.0,lime,(A/An) lime can be either red or a wide range of other options like red. ,red,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4ddf284-12a0-11ea-b098-acde48001122,7845.4,lime,"In an unusual situation, (a/an) lime could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.41108551423480705,"Counter({'true': 0.6214002644448209, 'false': 0.3785997355551792})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.6214002644448209,0.3785997355551792
d4ddf356-12a0-11ea-b098-acde48001122,8129.8,lime,"""(A/An) lime is red” could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.40349431934531627,"Counter({'true': 0.608197138238684, 'false': 0.39180286176131596})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.608197138238684,0.39180286176131596
d4ddf4e6-12a0-11ea-b098-acde48001122,6208.0,lime,(A/An) lime cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 5, 'false': 0})",5,1,5,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d4de8d02-12a0-11ea-b098-acde48001122,55533.6,cat,(A/An) cat is a typical example of things which are  red. ,red,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4de8f6e-12a0-11ea-b098-acde48001122,63755.8,cat,Being red is necessary for things (a/an) cat usually does or for things we usually do with (a/an) cat. ,red,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4de9126-12a0-11ea-b098-acde48001122,59560.4,cat,Being red is typical of (a/an) cat. ,red,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4de9266-12a0-11ea-b098-acde48001122,63827.6,cat,Being red applies to cat and other such things.,red,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4de932e-12a0-11ea-b098-acde48001122,58933.0,cat,A certain type of cat is red and other types are not. ,red,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.39304048234139866,"Counter({'false': 0.588321360695025, 'true': 0.41167863930497495})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.41167863930497495,0.588321360695025
d4de941e-12a0-11ea-b098-acde48001122,63696.0,cat,(A/An) cat can be either red or a limited range of other options like red. ,red,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.4121823555832334,"Counter({'false': 0.6242558494485381, 'true': 0.3757441505514619})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.3757441505514619,0.6242558494485381
d4de9572-12a0-11ea-b098-acde48001122,59135.8,cat,(A/An) cat can be either red or a wide range of other options like red. ,red,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.3930404823413987,"Counter({'false': 0.588321360695025, 'true': 0.41167863930497495})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.41167863930497495,0.588321360695025
d4de9644-12a0-11ea-b098-acde48001122,59032.2,cat,"In an unusual situation, (a/an) cat could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.6567068289770206,"Counter({'true': 0.8361732055877366, 'false': 0.16382679441226344})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8361732055877366,0.16382679441226344
d4de96f8-12a0-11ea-b098-acde48001122,56851.4,cat,"""(A/An) cat is red” could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 5, 'false': 0})",5,1,5,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d4de9892-12a0-11ea-b098-acde48001122,60053.4,cat,(A/An) cat cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5946651129408365,"Counter({'false': 0.7970799341439394, 'true': 0.20292006585606062})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.20292006585606062,0.7970799341439394
d4ded87a-12a0-11ea-b098-acde48001122,65637.0,gherkin,(A/An) gherkin is a typical example of things which are  red. ,red,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4ded9c4-12a0-11ea-b098-acde48001122,61646.0,gherkin,Being red is necessary for things (a/an) gherkin usually does or for things we usually do with (a/an) gherkin. ,red,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4dedab4-12a0-11ea-b098-acde48001122,55424.2,gherkin,Being red is typical of (a/an) gherkin. ,red,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4dedb72-12a0-11ea-b098-acde48001122,57347.6,gherkin,Being red applies to gherkin and other such things.,red,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4dedc26-12a0-11ea-b098-acde48001122,67168.4,gherkin,A certain type of gherkin is red and other types are not. ,red,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6065016411052642,"Counter({'false': 0.8044687383942986, 'true': 0.19553126160570147})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.19553126160570147,0.8044687383942986
d4dedcda-12a0-11ea-b098-acde48001122,58666.4,gherkin,(A/An) gherkin can be either red or a limited range of other options like red. ,red,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4dedd8e-12a0-11ea-b098-acde48001122,57609.0,gherkin,(A/An) gherkin can be either red or a wide range of other options like red. ,red,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4dede4c-12a0-11ea-b098-acde48001122,57635.2,gherkin,"In an unusual situation, (a/an) gherkin could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.39830626997041774,"Counter({'false': 0.5973488661001063, 'true': 0.4026511338998937})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.4026511338998937,0.5973488661001063
d4dedf00-12a0-11ea-b098-acde48001122,63004.6,gherkin,"""(A/An) gherkin is red” could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6039630164060059,"Counter({'false': 0.8027975763758317, 'true': 0.19720242362416826})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.19720242362416826,0.8027975763758317
d4dee072-12a0-11ea-b098-acde48001122,63040.2,gherkin,(A/An) gherkin cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.4033834777982502,"Counter({'true': 0.6072663147701303, 'false': 0.3927336852298697})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.6072663147701303,0.3927336852298697
d4df1722-12a0-11ea-b098-acde48001122,7791.4,football,(A/An) football is a typical example of things which are  red. ,red,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.4270161445468776,"Counter({'false': 0.6542348017525619, 'true': 0.34576519824743807})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.34576519824743807,0.6542348017525619
d4df184e-12a0-11ea-b098-acde48001122,23523.0,football,Being red is necessary for things (a/an) football usually does or for things we usually do with (a/an) football. ,red,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6283378259632932,"Counter({'false': 0.8213811215763708, 'true': 0.17861887842362922})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.17861887842362922,0.8213811215763708
d4df1934-12a0-11ea-b098-acde48001122,35048.4,football,Being red is typical of (a/an) football. ,red,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3682671509438692,"Counter({'true': 0.5243840766710673, 'false': 0.47561592332893265})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5243840766710673,0.47561592332893265
d4df19fc-12a0-11ea-b098-acde48001122,7737.4,football,Being red applies to football and other such things.,red,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.7310567098918291,"Counter({'true': 0.8792600454327467, 'false': 0.12073995456725327})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8792600454327467,0.12073995456725327
d4df1ab0-12a0-11ea-b098-acde48001122,35289.2,football,A certain type of football is red and other types are not. ,red,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 5, 'false': 0})",5,1,5,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d4df1b64-12a0-11ea-b098-acde48001122,11432.2,football,(A/An) football can be either red or a limited range of other options like red. ,red,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3686517064656575,"Counter({'true': 0.5273080725989114, 'false': 0.47269192740108856})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5273080725989114,0.47269192740108856
d4df1c18-12a0-11ea-b098-acde48001122,7627.4,football,(A/An) football can be either red or a wide range of other options like red. ,red,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 5, 'false': 0})",5,1,5,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d4df1cea-12a0-11ea-b098-acde48001122,24547.8,football,"In an unusual situation, (a/an) football could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.42474543147900096,"Counter({'false': 0.6513108058247178, 'true': 0.3486891941752822})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.3486891941752822,0.6513108058247178
d4df1d94-12a0-11ea-b098-acde48001122,22532.8,football,"""(A/An) football is red” could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.5583116680501559,"Counter({'true': 0.7749747563198152, 'false': 0.2250252436801848})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.7749747563198152,0.2250252436801848
d4df1f06-12a0-11ea-b098-acde48001122,24426.2,football,(A/An) football cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4df550c-12a0-11ea-b098-acde48001122,50920.2,pansy,(A/An) pansy is a typical example of things which are  red. ,red,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6638564430125731,"Counter({'false': 0.8410477282134077, 'true': 0.15895227178659246})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.15895227178659246,0.8410477282134077
d4df5638-12a0-11ea-b098-acde48001122,54335.4,pansy,Being red is necessary for things (a/an) pansy usually does or for things we usually do with (a/an) pansy. ,red,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6475283108749912,"Counter({'false': 0.8313773595062753, 'true': 0.16862264049372455})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.16862264049372455,0.8313773595062753
d4df571e-12a0-11ea-b098-acde48001122,53205.6,pansy,Being red is typical of (a/an) pansy. ,red,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.40809079166008627,"Counter({'false': 0.6207435971837874, 'true': 0.37925640281621276})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.37925640281621276,0.6207435971837874
d4df57d2-12a0-11ea-b098-acde48001122,53202.4,pansy,Being red applies to pansy and other such things.,red,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3772178057651869,"Counter({'true': 0.5478790433099373, 'false': 0.45212095669006264})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5478790433099373,0.45212095669006264
d4df58ae-12a0-11ea-b098-acde48001122,56918.0,pansy,A certain type of pansy is red and other types are not. ,red,variability_subcategories,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 5, 'false': 0})",5,1,5,1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,"Counter({'true': 1.0, 'false': 0.0})",1.0,0.0
d4df5962-12a0-11ea-b098-acde48001122,51469.2,pansy,(A/An) pansy can be either red or a limited range of other options like red. ,red,variability_limited,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3772178057651868,"Counter({'true': 0.5478790433099373, 'false': 0.45212095669006275})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5478790433099373,0.45212095669006275
d4df5a16-12a0-11ea-b098-acde48001122,51436.0,pansy,(A/An) pansy can be either red or a wide range of other options like red. ,red,variability_open,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.5681290412368026,"Counter({'false': 0.7796958689703797, 'true': 0.22030413102962032})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.22030413102962032,0.7796958689703797
d4df5aca-12a0-11ea-b098-acde48001122,52544.8,pansy,"In an unusual situation, (a/an) pansy could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3960275410118629,"Counter({'true': 0.5988679752013567, 'false': 0.40113202479864324})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.5988679752013567,0.40113202479864324
d4df5b74-12a0-11ea-b098-acde48001122,57964.0,pansy,"""(A/An) pansy is red??? could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.39602754101186294,"Counter({'false': 0.5988679752013567, 'true': 0.4011320247986433})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.4011320247986433,0.5988679752013567
d4df5ce6-12a0-11ea-b098-acde48001122,51992.0,pansy,(A/An) pansy cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.6638564430125731,"Counter({'false': 0.8410477282134076, 'true': 0.15895227178659244})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.15895227178659244,0.8410477282134076
d4df773a-12a0-11ea-b098-acde48001122,70383.0,banana,"In an unusual situation, (a/an) banana could be red. ",red,unusual,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 3, 'false': 2})",5,2,5,0.3999960294198809,"Counter({'true': 0.601441578331287, 'false': 0.3985584216687129})",0.4,"Counter({'true': 0.6, 'false': 0.4})",0.601441578331287,0.3985584216687129
d4df788e-12a0-11ea-b098-acde48001122,71842.6,banana,"""(A/An) banana is red” could be said figuratively or creatively. ",red,creative,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4df7b2c-12a0-11ea-b098-acde48001122,69101.6,banana,(A/An) banana cannot be red.,red,impossible,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'true': 4, 'false': 1})",5,2,5,0.6290711674570882,"Counter({'true': 0.8190751424517367, 'false': 0.18092485754826326})",0.6,"Counter({'true': 0.8, 'false': 0.2})",0.8190751424517367,0.18092485754826326
d4dfbb6e-12a0-11ea-b098-acde48001122,20576.8,glass,(A/An) glass is a typical example of things which are  red. ,red,typical_of_property,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 4, 'true': 1})",5,2,5,0.64693890979009,"Counter({'false': 0.8301966237413503, 'true': 0.16980337625864977})",0.6,"Counter({'false': 0.8, 'true': 0.2})",0.16980337625864977,0.8301966237413503
d4dfbcea-12a0-11ea-b098-acde48001122,23415.6,glass,Being red is necessary for things (a/an) glass usually does or for things we usually do with (a/an) glass. ,red,affording_activity,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4dfbdda-12a0-11ea-b098-acde48001122,17072.2,glass,Being red is typical of (a/an) glass. ,red,typical_of_concept,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 5, 'true': 0})",5,1,5,1.0,"Counter({'false': 1.0, 'true': 0.0})",1.0,"Counter({'false': 1.0, 'true': 0.0})",0.0,1.0
d4dfbea2-12a0-11ea-b098-acde48001122,20192.6,glass,Being red applies to glass and other such things.,red,implied_category,../analyses/crowdtruth/input/run1-group_experiment1-batch-all-,"Counter({'false': 3, 'true': 2})",5,2,5,0.40445640285827095,"Counter({'false': 0.6105197261810849, 'true': 0.3894802738189151})",0.4,"Counter({'false': 0.6, 'true': 0.4})",0.3894802738189151,0.6105197261810849
