,contradiction,label_proportion,majority_labels,majority_levels,pair,top_labels,top_levels
301,False,0.6666666666666666,creative-impossible-unusual,creative-few,yellow-skunk,impossible-unusual,few
302,False,1.0,implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,made_of_wood-bookcase,typical_of_property,all
303,False,0.4,,,fly-wheeler,creative-rare-unusual,creative-few
304,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-jam,typical_of_concept,all
305,False,0.6,variability_limited,some,wheels-snowmobile,variability_limited,some
306,False,0.6,variability_limited,some,dangerous-doodlebug,variability_limited,some
307,False,0.9,rare-unusual-variability_limited,few-some,black-pelican,variability_limited,some
308,False,0.1,,,yellow-flame,unusual,few
309,False,0.4,,,lay_eggs-whiteface,impossible,few
310,False,0.8,variability_limited,some,made_of_wood-rod,variability_limited,some
311,False,0.8888888888888888,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,dangerous-bow,implied_category,all
312,False,0.8888888888888888,rare-unusual-variability_limited,few-some,black-frog,rare-unusual-variability_limited,few-some
313,False,0.0,,,yellow-citrus,creative-impossible-rare-unusual,creative-few
314,False,1.0,creative-impossible,creative-few,lay_eggs-jade,impossible,few
315,False,1.0,implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-bow,variability_limited,some
316,False,0.8888888888888888,afforded_usual-implied_category-typical_of_concept,all,fly-puffin,afforded_usual-implied_category,all
317,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-blueberry,typical_of_concept-variability_limited,all-some
318,True,0.4444444444444444,,,wheels-motor,affording_activity-creative-implied_category-rare-typical_of_concept-typical_of_property-variability_limited-variability_open,all-creative-few-some
319,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-paridae,implied_category,all
320,False,0.3,,,yellow-plantain,rare,few
321,False,0.6,impossible,few,fly-cob,impossible,few
322,False,0.7,affording_activity-implied_category-typical_of_concept-variability_limited-variability_open,all-some,hot-atole,affording_activity-variability_limited,all-some
323,False,0.7,variability_limited-variability_open,some,square-page,variability_limited-variability_open,some
324,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,dangerous-firearm,typical_of_concept,all
325,False,0.5,,,sweet-lobster,creative-unusual,creative-few
326,False,0.6,unusual,few,black-thornbill,unusual,few
327,False,0.9,typical_of_concept-typical_of_property-variability_limited,all-some,yellow-daffodil,typical_of_concept-variability_limited,all-some
328,False,1.0,creative-impossible,creative-few,hot-icicle,impossible,few
329,False,0.8,unusual-variability_limited-variability_open,few-some,black-snake,variability_open,some
330,False,0.8,rare-unusual-variability_open,few-some,dangerous-punk,rare-variability_open,few-some
331,False,0.6,variability_limited,some,square-book,variability_limited,some
332,False,0.9,implied_category-typical_of_concept-variability_limited,all-some,made_of_wood-binnacle,variability_limited,some
333,False,0.9,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-currant,variability_limited,some
334,False,0.5,,,lay_eggs-wrymouth,afforded_usual,all
335,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,made_of_wood-board,typical_of_concept,all
336,False,0.7,implied_category-typical_of_concept-variability_limited-variability_open,all-some,black-pit,typical_of_concept-variability_limited,all-some
337,False,1.0,rare-variability_limited,few-some,fly-toy,variability_limited,some
338,False,0.7,creative-impossible,creative-few,sweet-jack,creative,creative
339,False,0.7,implied_category,all,dangerous-adze,implied_category,all
340,False,0.8,affording_activity-implied_category-typical_of_concept-variability_limited-variability_open,all-some,hot-griddle,implied_category-typical_of_concept,all
341,False,0.9,impossible,few,wheels-heap,impossible,few
342,False,0.6,variability_open,some,yellow-orchid,variability_open,some
343,False,0.9,afforded_usual-implied_category-typical_of_concept,all,fly-loon,afforded_usual,all
344,False,1.0,afforded_unusual-afforded_usual-implied_category-typical_of_concept,all,lay_eggs-crow,implied_category,all
345,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-pear,variability_limited,some
346,False,0.8,implied_category-rare-unusual-variability_open,all-few-some,dangerous-mallet,implied_category,all
347,False,1.0,implied_category-typical_of_concept-variability_limited-variability_open,all-some,made_of_wood-trestle,variability_limited,some
348,False,0.9,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,black-currawong,typical_of_concept-variability_limited,all-some
349,False,0.9,affording_activity-implied_category-typical_of_concept-variability_limited-variability_open,all-some,square-gameboard,implied_category-typical_of_concept-variability_limited,all-some
350,False,0.8888888888888888,creative-rare-unusual,creative-few,sweet-broccoli,unusual,few
351,False,1.0,affording_activity-typical_of_concept-typical_of_property-unusual-variability_open,all-few-some,hot-charcoal,affording_activity-variability_open,all-some
352,False,0.7777777777777778,creative-impossible,creative-few,fly-pussy,creative-impossible,creative-few
353,False,0.5555555555555556,creative-impossible,creative-few,lay_eggs-layer,creative-impossible,creative-few
354,False,0.6666666666666666,unusual-variability_open,few-some,square-marble,variability_open,some
355,False,0.8888888888888888,variability_limited,some,black-sky,variability_limited,some
356,False,0.7777777777777778,affording_activity-implied_category-typical_of_concept,all,wheels-dray,affording_activity-implied_category-typical_of_concept,all
357,False,0.8,variability_limited-variability_open,some,hot-sandwich,variability_limited,some
358,False,0.7,variability_limited,some,black-grape,variability_limited,some
359,False,0.7,variability_limited-variability_open,some,made_of_wood-plough,variability_limited,some
360,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-wing,afforded_usual,all
361,False,0.7,implied_category-typical_of_property-variability_limited,all-some,square-laptop,implied_category-variability_limited,all-some
362,False,0.7,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,sweet-bacca,affording_activity,all
363,False,0.8,implied_category-rare-typical_of_concept-typical_of_property-variability_open,all-few-some,dangerous-hack,typical_of_concept,all
364,False,0.9,rare-unusual,few,yellow-milk,unusual,few
365,False,0.6363636363636364,impossible,few,fly-wherry,impossible,few
366,False,1.0,implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,yellow-corncob,typical_of_concept,all
367,False,0.7,variability_open,some,hot-chutney,variability_open,some
368,False,0.9090909090909091,implied_category-typical_of_concept-variability_limited-variability_open,all-some,made_of_wood-brush,variability_limited,some
369,False,0.8,impossible,few,lay_eggs-mouser,impossible,few
370,False,1.0,variability_open,some,black-paint,variability_open,some
371,False,0.8,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,wheels-equipage,affording_activity,all
372,False,0.7,creative-unusual-variability_limited,creative-few-some,sweet-soybean,unusual,few
373,False,0.7,typical_of_concept-typical_of_property-variability_limited,all-some,yellow-pineapple,typical_of_concept,all
374,False,0.6,afforded_usual,all,lay_eggs-stockfish,afforded_usual,all
375,False,0.6,impossible,few,fly-hog,impossible,few
376,False,0.8,variability_open,some,square-workspace,variability_open,some
377,False,0.9,typical_of_concept-variability_open,all-some,black-insect,variability_open,some
378,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,wheels-car,affording_activity,all
379,False,1.0,affording_activity-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,made_of_wood-broom,variability_limited,some
380,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-apple,variability_limited,some
381,False,0.7,variability_limited,some,fly-craft,variability_limited,some
382,False,0.6,impossible,few,made_of_wood-stringer,impossible,few
383,False,0.9,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-utahraptor,implied_category,all
384,False,0.8,rare-unusual-variability_limited,few-some,black-dolphin,rare,few
385,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,yellow-corn,typical_of_concept,all
386,False,0.9,creative-rare-unusual-variability_limited-variability_open,creative-few-some,sweet-veg,variability_limited,some
387,False,1.0,impossible,few,wheels-piton,impossible,few
388,False,0.8,affording_activity-implied_category-variability_limited-variability_open,all-some,square-washroom,implied_category-variability_limited,all-some
389,False,1.0,implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,black-starling,typical_of_concept,all
390,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,sweet-pie,implied_category-typical_of_property,all
391,False,1.0,creative-impossible,creative-few,fly-shunter,impossible,few
392,False,0.6666666666666666,rare-unusual,few,yellow-willow,unusual,few
393,False,0.7777777777777778,rare-unusual-variability_limited-variability_open,few-some,dangerous-ciprofloxacin,rare-unusual,few
394,False,0.7777777777777778,implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,square-wallpaper,variability_limited,some
395,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-charabanc,affording_activity-implied_category-typical_of_concept,all
396,False,0.8888888888888888,affording_activity-implied_category-variability_limited-variability_open,all-some,made_of_wood-drum,variability_limited,some
397,False,0.8,impossible,few,lay_eggs-pig,impossible,few
398,False,0.9,creative-impossible,creative-few,fly-taxi,impossible,few
399,False,0.8,rare-unusual,few,square-apple,unusual,few
400,False,0.6,creative-rare-unusual,creative-few,sweet-bean,creative-rare-unusual,creative-few
401,False,0.9,rare-variability_open,few-some,hot-glass,variability_open,some
402,False,0.8,creative-rare-unusual,creative-few,yellow-fox,unusual,few
403,False,0.9,variability_limited-variability_open,some,black-oven,variability_open,some
404,False,0.7,rare-variability_limited-variability_open,few-some,made_of_wood-puppet,rare-variability_limited,few-some
405,False,0.6,unusual-variability_open,few-some,wheels-chaise,unusual-variability_open,few-some
406,False,0.6,creative-impossible,creative-few,fly-clarence,creative-impossible,creative-few
407,False,0.5,,,lay_eggs-ichthyosaur,implied_category,all
408,False,0.8181818181818182,implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,made_of_wood-paddle,typical_of_concept,all
409,False,0.7,rare-unusual-variability_limited-variability_open,few-some,dangerous-gentamicin,rare-unusual-variability_open,few-some
410,False,0.9,creative-rare-unusual-variability_limited,creative-few-some,black-weed,unusual,few
411,False,0.7272727272727273,rare-unusual,few,yellow-orange,rare,few
412,False,1.0,typical_of_concept-typical_of_property-variability_open,all-some,hot-pancake,variability_open,some
413,False,0.8,affording_activity-implied_category-typical_of_concept,all,wheels-tram,affording_activity,all
414,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-guitar,variability_limited,some
415,False,0.8,impossible,few,lay_eggs-hack,impossible,few
416,False,0.7,afforded_usual-implied_category-typical_of_concept,all,fly-towhee,afforded_usual-implied_category,all
417,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-torpedo,implied_category,all
418,False,0.6,rare-unusual,few,sweet-crab,rare-unusual,few
419,False,0.7,creative-impossible-unusual,creative-few,hot-sundae,creative-impossible,creative-few
420,False,0.5,,,wheels-saloon,implied_category,all
421,False,0.4,,,square-pew,variability_limited,some
422,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,square-room,variability_open,some
423,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-phalacrocorax,afforded_usual-implied_category,all
424,False,0.6,rare,few,sweet-oilseed,rare,few
425,False,0.8181818181818182,rare-unusual,few,hot-nose,unusual,few
426,False,0.9,affording_activity-implied_category-typical_of_concept,all,dangerous-methamphetamine,implied_category,all
427,False,0.9090909090909091,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-toothpick,typical_of_concept-variability_limited,all-some
428,False,0.7,impossible,few,fly-amberjack,impossible,few
429,False,0.8,rare-variability_limited,few-some,black-pig,variability_limited,some
430,False,0.8888888888888888,rare-unusual,few,black-avocado,unusual,few
431,False,0.6666666666666666,creative-impossible,creative-few,sweet-edda,creative-impossible,creative-few
432,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-butterfly,afforded_usual-implied_category-typical_of_concept,all
433,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,square-screen,implied_category-typical_of_concept,all
434,False,0.7777777777777778,creative-rare-unusual,creative-few,yellow-eucalyptus,unusual,few
435,False,0.5555555555555556,creative,creative,lay_eggs-beaver,creative,creative
436,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,hot-quesadilla,variability_open,some
437,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-auto,affording_activity-implied_category-typical_of_concept-typical_of_property,all
438,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,made_of_wood-fence,implied_category-typical_of_concept-variability_limited,all-some
439,False,0.9090909090909091,creative-rare-unusual,creative-few,dangerous-spud,unusual,few
440,False,0.5384615384615384,variability_open,some,wheels-bodywork,variability_open,some
441,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,hot-campfire,implied_category-typical_of_concept,all
442,False,0.8571428571428571,creative-impossible,creative-few,sweet-peeler,impossible,few
443,False,0.8666666666666667,afforded_usual-implied_category-typical_of_concept,all,fly-tit,implied_category,all
444,False,0.6,rare,few,yellow-syrup,rare,few
445,False,0.9230769230769231,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-robin,implied_category,all
446,False,0.9230769230769231,affording_activity-implied_category-typical_of_concept-typical_of_property,all,made_of_wood-pine,typical_of_concept,all
447,False,0.7272727272727273,creative-impossible-rare-unusual,creative-few,square-frisbee,unusual,few
448,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-crow,afforded_usual,all
449,False,0.8,rare-unusual-variability_limited,few-some,dangerous-crowbar,unusual,few
450,False,0.6,affording_activity-implied_category,all,sweet-saskatoon,affording_activity-implied_category,all
451,False,0.9,afforded_usual-implied_category-typical_of_property,all,lay_eggs-smallmouth,afforded_usual-implied_category,all
452,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-wagon,affording_activity,all
453,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-hardboard,affording_activity-typical_of_concept,all
454,False,0.6,variability_limited,some,square-disk,variability_limited,some
455,False,0.7,affording_activity-implied_category-typical_of_concept,all,black-pupil,typical_of_concept,all
456,False,0.8888888888888888,variability_limited,some,sweet-squash,variability_limited,some
457,False,0.5555555555555556,impossible,few,fly-glutton,impossible,few
458,False,0.8888888888888888,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-scorpion,typical_of_concept,all
459,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-stove,affording_activity-typical_of_concept,all
460,False,1.0,rare-unusual-variability_open,few-some,black-pyramid,unusual,few
461,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-emberizidae,afforded_usual,all
462,False,0.7777777777777778,affording_activity-implied_category-typical_of_concept,all,wheels-axle,affording_activity,all
463,False,0.9,creative-impossible,creative-few,fly-van,impossible,few
464,False,0.9,affording_activity-variability_limited,all-some,square-folder,variability_limited,some
465,False,0.9,afforded_usual-implied_category,all,lay_eggs-pipefish,afforded_usual-implied_category,all
466,False,0.7,creative-impossible-unusual,creative-few,sweet-mast,impossible,few
467,False,0.8,rare-unusual-variability_open,few-some,hot-can,rare,few
468,False,0.7,unusual-variability_open,few-some,dangerous-dose,unusual-variability_open,few-some
469,False,0.7,impossible-rare-unusual,few,black-buttercup,unusual,few
470,False,0.9,typical_of_concept-variability_limited,all-some,black-aubergine,variability_limited,some
471,False,0.6,implied_category,all,dangerous-bolo,implied_category,all
472,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-stork,implied_category,all
473,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,square-clipboard,variability_limited,some
474,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-handcart,affording_activity-typical_of_concept,all
475,False,0.9,rare-unusual,few,hot-lemonade,unusual,few
476,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-arrow,typical_of_concept-variability_limited,all-some
477,False,0.8,rare-unusual-variability_limited,few-some,made_of_wood-spade,unusual-variability_limited,few-some
478,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-tiger,typical_of_concept,all
479,False,0.8,creative-impossible,creative-few,hot-ice,impossible,few
480,False,0.8,affording_activity-variability_limited,all-some,square-countertop,variability_limited,some
481,False,1.0,creative-rare-unusual-variability_limited,creative-few-some,sweet-chilli,variability_limited,some
482,False,0.8,unusual,few,yellow-spinach,unusual,few
483,False,0.8,creative-impossible,creative-few,fly-coupe,impossible,few
484,False,0.9,rare-unusual-variability_limited,few-some,black-opossum,variability_limited,some
485,False,0.7,afforded_usual-implied_category-typical_of_concept,all,fly-snowbird,afforded_usual-implied_category,all
486,False,0.8,rare-unusual-variability_limited,few-some,made_of_wood-scabbard,rare-unusual,few
487,False,0.9,typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,black-cat,variability_limited,some
488,False,0.9,variability_limited-variability_open,some,hot-dessert,variability_open,some
489,False,0.9,creative-impossible,creative-few,lay_eggs-armadillo,impossible,few
490,False,0.8,creative-rare-unusual-variability_limited-variability_open,creative-few-some,dangerous-club,variability_limited-variability_open,some
491,False,0.1,,,yellow-custard,creative,creative
492,False,0.8,implied_category-typical_of_concept-variability_limited,all-some,square-console,variability_limited,some
493,False,0.8888888888888888,variability_limited,some,black-rabbit,variability_limited,some
494,False,0.8888888888888888,creative-rare-unusual,creative-few,sweet-lemon,unusual,few
495,False,0.7777777777777778,rare-unusual-variability_limited,few-some,made_of_wood-mandrel,variability_limited,some
496,False,0.7777777777777778,afforded_unusual-afforded_usual-implied_category-typical_of_concept,all,lay_eggs-haliaeetus,afforded_usual-implied_category,all
497,False,1.0,rare-unusual,few,dangerous-laxative,unusual,few
498,False,0.8888888888888888,impossible,few,fly-buffalo,impossible,few
499,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-scooter,affording_activity-implied_category-typical_of_concept,all
500,False,1.0,affording_activity-implied_category-typical_of_concept,all,hot-lightning,implied_category,all
501,False,0.8,rare-unusual,few,made_of_wood-saw,unusual,few
502,False,0.8,affording_activity-typical_of_concept-variability_open,all-some,hot-bulb,variability_open,some
503,False,1.0,afforded_usual-implied_category-typical_of_concept,all,lay_eggs-laridae,afforded_usual-implied_category,all
504,False,0.9,unusual-variability_limited,few-some,sweet-wine,variability_limited,some
505,False,0.9,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-titmouse,afforded_usual-implied_category,all
506,False,1.0,rare-unusual-variability_open,few-some,black-flower,rare,few
507,False,0.7,rare-unusual,few,yellow-chameleon,unusual,few
508,False,1.0,rare-unusual,few,dangerous-glove,unusual,few
509,False,0.9,implied_category-typical_of_concept-variability_limited-variability_open,all-some,square-carrel,typical_of_concept,all
510,False,0.9,afforded_usual-implied_category,all,lay_eggs-micropterus,implied_category,all
511,False,0.5555555555555556,rare,few,yellow-car,rare,few
512,False,0.8888888888888888,affording_activity-implied_category-typical_of_concept-variability_limited-variability_open,all-some,square-file,variability_limited,some
513,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-wood,implied_category-typical_of_concept-typical_of_property,all
514,False,0.6666666666666666,creative-impossible,creative-few,sweet-freestone,impossible,few
515,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-jungle,typical_of_concept,all
516,False,0.8888888888888888,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,black-tar,implied_category-typical_of_concept,all
517,False,0.8888888888888888,creative-impossible,creative-few,fly-stallion,creative-impossible,creative-few
518,False,0.9,implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,yellow-bee,typical_of_concept,all
519,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,hot-igniter,implied_category-typical_of_concept-typical_of_property-variability_open,all-some
520,False,0.8,rare-unusual-variability_limited-variability_open,few-some,square-tart,variability_open,some
521,False,0.9,implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,dangerous-conspiracy,variability_open,some
522,False,0.8,creative-impossible-unusual,creative-few,fly-damselfish,impossible,few
523,False,0.9,afforded_unusual-afforded_usual-implied_category,all,lay_eggs-trout,implied_category,all
524,False,1.0,typical_of_concept-variability_open,all-some,black-dress,variability_open,some
525,False,0.9,affording_activity-implied_category-typical_of_concept-variability_open,all-some,wheels-oxcart,affording_activity,all
526,False,0.8,variability_limited-variability_open,some,square-stairwell,variability_limited,some
527,False,1.0,creative-impossible,creative-few,lay_eggs-leopard,impossible,few
528,False,0.8,impossible,few,wheels-packhorse,impossible,few
529,False,0.2,,,yellow-leopard,creative,creative
530,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-honey,affording_activity-typical_of_concept-typical_of_property,all
531,False,0.8,rare-variability_limited,few-some,black-sheep,variability_limited,some
532,False,0.9,creative-impossible,creative-few,fly-ferry,impossible,few
533,False,0.7,variability_limited,some,made_of_wood-window,variability_limited,some
534,False,0.5,,,hot-outfit,variability_open,some
535,False,0.9,rare-unusual-variability_limited,few-some,made_of_wood-fuselage,rare,few
536,False,0.9,rare-unusual,few,yellow-pigweed,rare,few
537,False,0.9,creative-rare-unusual-variability_limited,creative-few-some,sweet-chickpea,unusual,few
538,False,0.5,,,lay_eggs-bay,impossible,few
539,False,0.7,implied_category-typical_of_concept,all,dangerous-pentobarbital,implied_category,all
540,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-tea,implied_category-typical_of_concept-variability_open,all-some
541,False,0.8,rare-unusual,few,black-gherkin,unusual,few
542,False,0.7,impossible,few,fly-shell,impossible,few
543,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,lay_eggs-grackle,implied_category,all
544,False,0.8888888888888888,typical_of_concept-variability_limited-variability_open,all-some,square-lounge,variability_limited,some
545,False,0.8888888888888888,afforded_usual-implied_category-typical_of_concept,all,fly-caracara,afforded_usual-implied_category,all
546,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,dangerous-knife,implied_category-typical_of_concept-typical_of_property,all
547,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,sweet-donut,affording_activity-implied_category,all
548,False,0.7777777777777778,rare-unusual,few,made_of_wood-breechblock,rare,few
549,False,1.0,affording_activity-implied_category,all,wheels-airplane,affording_activity-implied_category,all
550,False,0.8888888888888888,rare-unusual,few,yellow-pistachio,rare,few
551,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-avocet,afforded_usual-implied_category,all
552,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,yellow-sun,typical_of_concept,all
553,False,0.8,typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-boat,typical_of_concept-variability_limited,all-some
554,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-furnace,affording_activity-variability_open,all-some
555,False,0.8,affording_activity-implied_category-typical_of_concept,all,dangerous-hammer,implied_category,all
556,False,0.7,afforded_usual-implied_category,all,lay_eggs-pickerel,afforded_usual-implied_category,all
557,False,0.5,,,black-humor,variability_limited,some
558,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-raspberry,affording_activity-implied_category-typical_of_concept,all
559,False,1.0,affording_activity-implied_category-typical_of_concept-variability_limited,all-some,wheels-undercarriage,implied_category,all
560,False,0.7777777777777778,afforded_usual-implied_category,all,lay_eggs-lepomis,afforded_usual,all
561,False,0.8888888888888888,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited-variability_open,all-some,made_of_wood-plank,affording_activity-implied_category-typical_of_concept-typical_of_property,all
562,False,1.0,rare-unusual,few,square-mug,rare-unusual,few
563,False,0.1111111111111111,,,yellow-blossom,impossible,few
564,False,0.7777777777777778,creative-impossible,creative-few,sweet-iceberg,impossible,few
565,False,0.7777777777777778,creative-impossible-rare-unusual,creative-few,black-ketchup,unusual,few
566,False,0.8888888888888888,creative-impossible,creative-few,fly-ass,impossible,few
567,False,0.7777777777777778,rare-unusual,few,dangerous-hoe,unusual,few
568,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_open,all-some,hot-coffee,typical_of_concept-variability_open,all-some
569,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-cabriolet,affording_activity-implied_category,all
570,False,0.75,rare-unusual-variability_open,few-some,dangerous-elixir,rare,few
571,False,0.5,,,hot-smoke,implied_category-variability_open,all-some
572,False,1.0,afforded_usual-implied_category-typical_of_concept,all,fly-motacilla,afforded_usual-implied_category-typical_of_concept,all
573,False,0.75,impossible,few,sweet-amaranth,impossible,few
574,False,0.625,typical_of_concept,all,made_of_wood-club,typical_of_concept,all
575,False,1.0,affording_activity-implied_category-typical_of_concept,all,wheels-tractor,affording_activity-implied_category,all
576,False,0.625,variability_open,some,square-closet,variability_open,some
577,False,0.9,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-roadster,affording_activity-implied_category,all
578,False,0.9,rare-unusual,few,yellow-chive,rare-unusual,few
579,False,0.8,affording_activity-implied_category-typical_of_concept-typical_of_property,all,dangerous-warhead,affording_activity-implied_category-typical_of_concept-typical_of_property,all
580,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,made_of_wood-weatherboard,variability_limited,some
581,False,0.8,rare-unusual,few,hot-cream,rare,few
582,False,0.7,unusual-variability_limited,few-some,black-potoroo,unusual,few
583,False,0.9,implied_category-typical_of_concept-variability_limited,all-some,sweet-pome,variability_limited,some
584,False,1.0,afforded_usual-implied_category-typical_of_concept-typical_of_property,all,fly-gull,afforded_usual,all
585,False,0.9,affording_activity-typical_of_concept-variability_open,all-some,hot-toast,variability_open,some
586,False,0.8,variability_limited,some,square-balcony,variability_limited,some
587,False,0.8,typical_of_concept-typical_of_property-variability_open,all-some,yellow-taxi,typical_of_concept,all
588,False,1.0,typical_of_concept-variability_limited,all-some,black-penguin,variability_limited,some
589,False,0.9,afforded_usual-implied_category-typical_of_concept,all,fly-goldcrest,afforded_usual-typical_of_concept,all
590,False,0.8,affording_activity-typical_of_concept-variability_limited,all-some,sweet-orange,variability_limited,some
591,False,0.9,typical_of_concept-variability_limited,all-some,made_of_wood-spear,variability_limited,some
592,False,0.7,impossible-unusual,few,wheels-gondola,impossible,few
593,False,1.0,typical_of_concept-typical_of_property-variability_limited,all-some,black-olive,variability_limited,some
594,False,0.5555555555555556,affording_activity-implied_category-variability_open,all-some,dangerous-freebooter,affording_activity-implied_category-variability_open,all-some
595,False,1.0,rare-unusual-variability_open,few-some,hot-flowerpot,unusual,few
596,False,0.8888888888888888,typical_of_concept-variability_limited-variability_open,all-some,square-sideboard,variability_limited,some
597,False,0.7777777777777778,rare-unusual-variability_limited,few-some,sweet-grain,rare-unusual,few
598,False,0.8888888888888888,creative-impossible-unusual,creative-few,fly-roebuck,impossible,few
599,False,0.6666666666666666,impossible,few,lay_eggs-redhorse,impossible,few
600,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property-variability_limited,all-some,sweet-apricot,affording_activity-implied_category-typical_of_concept,all
601,False,1.0,affording_activity-implied_category-typical_of_concept-typical_of_property,all,wheels-trolley,affording_activity-implied_category-typical_of_concept,all
602,False,1.0,affording_activity-implied_category-typical_of_concept-variability_open,all-some,hot-pizza,affording_activity,all
603,False,0.5,,,dangerous-mandrill,rare-unusual,few
604,False,0.8,creative-impossible,creative-few,lay_eggs-cuscus,impossible,few
605,False,0.8,variability_open,some,black-pot,variability_open,some
