label,categories_str,sources_str,certainty,cosine_centroid,selection ,manual_coarse_grained,space_selection,qumcrae_label,word,lemma,wiki_frequency,word_in_wn?,word_noun_in_wn?,word_noun_spacy?,n_navigli_clusters,n_onto_senses_n_v,n_wn_senses,min_wn_sim_wup,av_sim_wup,polysemy_type,mipvu,wn_abs_conc,filter,conc,fam,aoa
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5657177347,,-,False,-,billfish,billfish,200,True,True,True,1,0,4,0.8125,0.8685990386143335,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5661151629,,-,False,-,longlines,longline,150,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5679036234,,-,False,-,littoraria,littoraria,102,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5679687766,,-,False,-,guitarfish,guitarfish,158,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5689777321,,-,False,-,euryhaline,euryhaline,115,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5691633311,,-,False,-,sillaginidae,sillaginidae,108,True,True,False,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5693833527,,-,False,-,piscivorous,piscivorous,235,True,False,False,0,0,1,1.0,1.0,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5697480102,,-,False,-,gammarus,gammarus,130,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5704796918,,-,False,-,serranidae,serranidae,139,True,True,True,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5712866638,,-,False,-,holothuria,holothuria,106,True,True,False,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5723394584,,-,False,-,crab,crab,8586,True,True,True,3,0,11,0.09090909090909091,0.30423533066778,homonyms_also_same_pos,,abs-conc-n,False,626,433,292
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5726786092,,-,False,-,rorquals,rorqual,128,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5727003747,,-,False,-,panulirus,panulirus,105,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5727986886,,-,False,-,characins,characin,157,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5737435136,,-,False,-,finfish,finfish,222,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5741215019,,-,False,-,shovelnose,shovelnose,170,False,False,True,0,0,0,None,,,,-,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.5741523831,,-,False,-,dogfish,dogfish,607,True,True,True,1,0,2,0.7333333333333333,0.7333333333333333,mon,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5754794049,,-,False,-,amphipods,amphipod,614,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5759941722,,-,False,-,swellshark,swellshark,111,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5760315019,,-,False,-,whales,whale,11611,True,True,True,1,0,3,0.5217391304347826,0.5217391304347826,poly,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5770697194,,-,False,-,sinocyclocheilus,sinocyclocheilus,166,False,False,False,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5783434728,,-,False,-,bullheads,bullhead,132,True,True,True,2,0,2,0.7878787878787878,0.7878787878787878,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5785383593,,-,False,-,lepomis,lepomis,172,True,True,True,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5792086015,,-,False,-,cyprinids,cyprinid,135,True,True,True,0,0,2,None,,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5798371979,,-,False,-,garfish,garfish,103,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5804840954,,-,False,-,shortfin,shortfin,186,False,False,True,0,0,0,None,,,,-,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.5817407692,,-,False,-,muskellunge,muskellunge,300,True,True,True,1,0,2,0.15384615384615385,0.15384615384615385,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5818440496,,-,False,-,bigeye,bigeye,305,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5824882856,,-,False,-,astroblepus,astroblepus,119,False,False,True,0,0,0,None,,,,-,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.5830214858,,-,False,-,yellowfin,yellowfin,395,True,True,True,0,0,1,0.8888888888888888,0.8888888888888888,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.583964455,,-,False,-,sharpnose,sharpnose,110,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5839893763,,-,False,-,gastromyzon,gastromyzon,109,False,False,True,0,0,0,None,,,,-,False,,,
pos,pos,manually_included,certain,0.5841015252,,-,False,-,whale,whale,15420,True,True,True,1,0,3,0.5217391304347826,0.5217391304347826,poly,,conc,False,610,500,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5845943323,,-,False,-,fishery,fishery,7250,True,True,True,0,0,1,1.0,1.0,mon,non-met,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5847316606,,-,False,-,bluespotted,bluespott,107,False,False,False,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5853713417,,-,False,-,redhorse,redhorse,207,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5854426932,,-,False,-,sawtail,sawtail,131,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5856566958,,-,False,-,pipefishes,pipefish,109,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5863238152,,-,False,-,salmonidae,salmonidae,132,True,True,True,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5867960006,,-,False,-,lobster,lobster,3817,True,True,True,1,0,2,0.2,0.2,poly,,conc,False,590,472,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5892769029,,-,False,-,perciformes,perciforme,200,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5898362752,,-,False,-,sculpins,sculpin,192,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.589842755,,-,False,-,mysids,mysid,126,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5902948733,,-,False,-,pelagic,pelagic,2200,True,False,False,0,0,1,1.0,1.0,mon,,-,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.5904367692,,-,False,-,mussels,mussel,2483,True,True,True,1,0,2,0.21052631578947367,0.21052631578947367,mon,non-met,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5909127663,,-,False,-,eel,eel,6510,True,True,True,1,0,2,0.18181818181818182,0.18181818181818182,mon,,conc,False,634,433,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.5916559144,,-,False,-,catfish,catfish,6112,True,True,True,2,0,3,0.16,0.3821376811594203,mon,,conc,False,614,416,411
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5926638148,,-,False,-,syngnathidae,syngnathidae,128,True,True,True,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.592697057,,-,False,-,scorpionfish,scorpionfish,174,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.5929596985,,-,False,-,bluefin,bluefin,708,True,True,True,1,0,2,0.17391304347826086,0.17391304347826086,,,conc,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.5947748872,,-,False,-,threadfin,threadfin,176,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5957283133,,-,False,-,catsharks,catshark,134,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5964701148,,-,False,-,acheilognathus,acheilognathu,127,False,False,False,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5968699575,,-,False,-,squid,squid,4748,True,True,True,1,0,2,0.21052631578947367,0.21052631578947367,mon,,conc,False,,,
pos,is_found_in_seas is_found_in_seas is_found_in_seas is_found_in_seas,cslb_crowd_pos manually_included manually_included,certain,0.5993125389,,-,False,-,trout,trout,16785,True,True,True,1,0,2,0.2,0.2,poly,,conc,False,617,479,394
pos,is_found_in_seas,cslb_crowd_pos,certain,0.59953128,,-,False,-,shellfish,shellfish,2843,True,True,True,1,0,2,0.25,0.25,poly,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.5997064632,,-,False,-,xanthidae,xanthidae,137,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.600070574,,-,False,-,epinephelus,epinephelus,156,True,True,False,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6001717561,,-,False,-,thunnus,thunnus,102,True,True,True,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6001722666,,-,False,-,snailfish,snailfish,100,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6003653843,,-,False,-,bycatch,bycatch,899,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6007691639,,-,False,-,demersal,demersal,910,False,False,True,0,0,0,None,,,,-,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.6040542468,,-,False,-,seabass,seabass,149,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6042342562,,-,False,-,houndshark,houndshark,122,False,False,False,0,0,0,None,,,,-,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.6058972103,,-,False,-,longfin,longfin,301,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6063418055,,-,False,-,needlefish,needlefish,106,True,True,False,1,0,2,0.9285714285714286,0.9285714285714286,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6073733902,,-,False,-,crevalle,crevalle,157,False,False,False,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6074052286,,-,False,-,pleuronectidae,pleuronectidae,103,True,True,True,0,0,1,1.0,1.0,,,abs,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.6075096027,,-,False,-,crustaceans,crustacean,4599,True,True,True,0,0,2,None,,mon,,conc,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.6077754228,,-,False,-,flatfish,flatfish,402,True,True,True,1,0,2,0.17391304347826086,0.17391304347826086,mon,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6092250966,,-,False,-,freshwater,freshwater,20527,True,True,False,0,0,1,0.8181818181818182,0.8181818181818182,poly,non-met,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6119524208,,-,False,-,gamefish,gamefish,170,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6119861969,,-,False,-,goatfish,goatfish,114,True,True,True,0,0,1,0.8823529411764706,0.8823529411764706,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6120477067,,-,False,-,shortnose,shortnose,109,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6122663291,,-,False,-,benthopelagic,benthopelagic,195,False,False,False,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6124479156,,-,False,-,sebastes,sebaste,166,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.61344043,,-,False,-,gobiidae,gobiidae,132,True,True,False,0,0,1,1.0,1.0,,,abs,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6148494815,,-,False,-,lanternfish,lanternfish,119,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6149395368,,-,False,-,filefish,filefish,151,True,True,False,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6156931795,,-,False,-,shark,shark,17480,True,True,True,2,0,5,0.13333333333333333,0.44666285278413426,homonyms_also_same_pos,,conc,False,611,516,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.6163282587,,-,False,-,burbot,burbot,327,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.6175926647,,-,False,-,halibut,halibut,784,True,True,True,1,0,2,0.16,0.16,mon,,conc,False,,,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.6212793102,,-,False,-,crabs,crab,6017,True,True,True,3,0,11,0.09090909090909091,0.30423533066778,homonyms_also_same_pos,,abs-conc-n,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.625983784,,-,False,-,mackerel,mackerel,1880,True,True,True,1,0,2,0.16,0.16,poly,,conc,False,636,398,436
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6306923078,,-,False,-,sardinella,sardinella,147,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6312733116,,-,False,-,perciform,perciform,149,False,False,True,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.641035429,,-,False,-,bluntnose,bluntnose,106,False,False,False,0,0,0,None,,,,-,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6490771853,,-,False,-,fishes,fish,7370,True,True,True,3,3,6,0.23529411764705882,0.3643009283212733,homonyms_only_different_pos,non-met,conc-n,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.6556794775,,-,False,-,surfperch,surfperch,111,True,True,True,0,0,1,1.0,1.0,,,conc,False,,,
neg/pos,neighbors-200,wikipedia_sgns_model,not_certain,0.659340615,,-,False,-,clupeidae,clupeidae,123,True,True,True,0,0,1,1.0,1.0,,,abs,False,,,
pos,pos pos,manually_included manually_included,certain,0.6617096818,,-,False,-,shrimp,shrimp,7445,True,True,True,1,0,4,0.21052631578947367,0.3632157316367843,poly,,conc,False,629,546,
pos,is_found_in_seas,cslb_crowd_pos,certain,0.7455049838,,-,False,-,fish,fish,132246,True,True,True,3,3,6,0.23529411764705882,0.3643009283212733,homonyms_only_different_pos,non-met,conc-n,False,597,548,
